dr8_id,strat_label,split
8000_145807_4083,0,train
8000_145808_3452,0,train
8000_145817_4498,1,val
8000_145820_4259,0,val
8000_145829_5180,0,train
8000_145832_1896,0,val
8000_145833_3908,0,train
8000_145835_4475,0,train
8000_145840_3739,0,train
8000_145855_1638,0,train
8000_145857_6619,0,train
8000_145859_3022,0,train
8000_145859_3240,0,val
8000_145865_162,0,train
8000_145873_3072,0,train
8000_145873_7177,0,train
8000_145875_2695,1,val
8000_145879_7562,0,train
8000_145881_3868,0,val
8000_145882_3299,0,train
8000_145883_4289,0,val
8000_145892_1940,0,train
8000_145893_1294,0,test
8000_145893_1930,0,test
8000_145896_7512,1,train
8000_145898_3101,0,train
8000_145903_6636,0,train
8000_145905_2836,0,train
8000_145907_6881,0,val
8000_145909_6198,0,train
8000_145911_115,0,train
8000_145916_1659,0,test
8000_145916_2133,0,train
8000_145916_2827,0,train
8000_145921_5092,0,test
8000_145922_7379,0,train
8000_145923_6888,0,test
8000_145926_2192,0,train
8000_145927_2545,0,test
8000_145927_5853,0,train
8000_145928_2286,1,train
8000_145930_117,0,train
8000_145933_5533,0,val
8000_145934_3975,0,test
8000_145935_4659,1,test
8000_145936_1329,0,train
8000_145942_4982,0,train
8000_145945_2994,0,val
8000_145946_4055,0,train
8000_145949_1706,0,train
8000_145949_2814,0,train
8000_145952_5989,0,train
8000_145957_4413,0,train
8000_145958_3924,0,train
8000_145960_2613,0,test
8000_145963_5070,0,val
8000_145971_2778,0,train
8000_145974_3987,0,val
8000_145975_4022,0,train
8000_145980_4787,1,train
8000_145981_702,0,train
8000_145984_1591,0,val
8000_145988_482,0,train
8000_145989_1447,0,train
8000_145989_5558,0,train
8000_145998_5812,1,train
8000_146000_4290,1,test
8000_146003_2887,1,train
8000_146888_778,0,train
8000_146890_583,0,train
8000_146892_2257,1,val
8000_146892_927,0,train
8000_146896_5088,0,train
8000_146898_5577,0,test
8000_146901_3143,0,train
8000_146901_3604,0,train
8000_146903_199,0,train
8000_146903_2336,0,test
8000_146903_3001,0,train
8000_146903_3312,0,train
8000_146906_1463,1,test
8000_146909_1211,0,train
8000_146917_5780,0,train
8000_146919_4785,0,train
8000_146919_5180,0,val
8000_146920_4857,0,train
8000_146921_786,0,train
8000_146938_10526,0,train
8000_146941_11129,0,test
8000_146947_5015,0,train
8000_146950_6833,0,test
8000_146956_4742,0,test
8000_146957_6500,0,train
8000_146963_1823,0,test
8000_146963_1841,1,test
8000_146963_3819,0,train
8000_146964_322,0,test
8000_146968_2235,0,val
8000_146969_6103,0,test
8000_146974_2446,0,train
8000_146976_4134,0,train
8000_146979_3805,0,val
8000_146979_5482,0,train
8000_146984_5623,0,test
8000_146985_5561,0,test
8000_146992_1358,0,train
8000_146998_647,0,test
8000_147000_826,1,train
8000_147001_5041,0,val
8000_147001_774,0,test
8000_147002_5132,0,train
8000_147003_1776,0,test
8000_147005_4066,0,test
8000_147007_3102,0,val
8000_147012_1832,0,train
8000_147021_3268,0,train
8000_147021_4703,0,train
8000_147023_6572,0,train
8000_147026_413,0,train
8000_147028_1819,0,val
8000_147030_3431,0,test
8000_147030_5637,0,train
8000_147032_5470,0,test
8000_147038_2132,0,test
8000_147044_4244,0,train
8000_147047_672,0,train
8000_147058_5531,0,train
8000_147063_1824,0,train
8000_147065_3231,0,train
8000_147065_5313,0,train
8000_147072_2574,0,val
8000_147075_2537,0,train
8000_147078_6235,0,train
8000_147081_6353,0,train
8000_147083_3846,0,train
8000_147088_2710,0,val
8000_147088_6082,0,train
8000_147089_273,0,train
8000_147093_4059,0,val
8000_147097_0,0,train
8000_147105_4907,0,val
8000_147108_3526,0,train
8000_147113_1547,1,val
8000_147115_70,0,train
8000_147116_3695,0,test
8000_147116_966,0,train
8000_147119_1446,0,train
8000_147121_5219,0,test
8000_147124_4789,0,val
8000_147125_5411,1,val
8000_147126_3424,0,train
8000_147131_2181,0,train
8000_147137_2470,0,train
8000_147138_1576,0,train
8000_147143_4140,0,train
8000_147143_637,0,val
8000_147144_4504,0,train
8000_147154_2309,0,train
8000_147157_4814,0,test
8000_147165_1290,0,train
8000_147165_410,1,train
8000_147166_939,0,train
8000_147174_2587,0,train
8000_147175_5572,0,train
8000_147176_3032,0,train
8000_147179_5478,0,val
8000_147187_4534,0,test
8000_147191_974,0,train
8000_147193_1461,0,train
8000_147195_3800,0,train
8000_148089_2569,0,train
8000_148089_498,0,train
8000_148091_2350,0,train
8000_148092_1300,0,train
8000_148092_3786,0,train
8000_148096_2527,0,train
8000_148108_1148,0,train
8000_148109_1828,1,train
8000_148109_5824,0,train
8000_148110_1303,0,train
8000_148110_1747,0,val
8000_148113_2715,0,train
8000_148114_167,0,test
8000_148115_3203,1,train
8000_148116_5922,0,train
8000_148117_2998,0,train
8000_148118_3745,1,train
8000_148125_4101,0,train
8000_148128_4040,0,test
8000_148130_562,0,train
8000_148144_17,0,train
8000_148144_2014,0,train
8000_148150_6316,0,train
8000_148151_6153,0,test
8000_148155_3900,0,train
8000_148159_5522,0,train
8000_148165_3032,0,train
8000_148168_5410,0,test
8000_148175_5251,0,train
8000_148176_2084,0,val
8000_148181_2876,0,test
8000_148184_2053,0,train
8000_148187_4816,0,val
8000_148188_2111,0,train
8000_148192_3532,0,test
8000_148194_42,0,val
8000_148197_2264,0,train
8000_148198_1126,0,test
8000_148200_4042,0,train
8000_148202_5180,0,test
8000_148204_262,0,train
8000_148205_1891,0,test
8000_148206_5230,0,val
8000_148207_4130,0,train
8000_148209_1499,1,train
8000_148211_1822,1,train
8000_148219_5118,0,test
8000_148221_1633,0,train
8000_148221_2507,0,train
8000_148224_5214,0,train
8000_148228_3683,0,train
8000_148229_3965,0,test
8000_148230_3715,1,test
8000_148231_4296,0,train
8000_148234_164,0,test
8000_148234_3515,0,train
8000_148244_2630,0,train
8000_148247_7182,0,val
8000_148248_432,0,train
8000_148253_3000,0,train
8000_148255_6039,0,train
8000_148260_181,1,train
8000_148260_3624,0,train
8000_148260_4296,1,train
8000_148260_737,0,train
8000_148269_23,0,train
8000_148271_4287,0,train
8000_148276_6005,0,train
8000_148279_6426,2,val
8000_148279_6957,0,train
8000_148280_6610,0,train
8000_148283_3273,0,train
8000_148283_5475,0,train
8000_148291_5741,0,val
8000_148294_5396,0,train
8000_148297_1885,0,train
8000_148301_4637,0,test
8000_148304_6046,0,val
8000_148308_6018,1,train
8000_148309_2020,0,train
8000_148316_3184,1,train
8000_148322_2575,0,train
8000_148337_2230,0,test
8000_148341_3720,0,test
8000_148347_588,0,train
8000_148348_2196,0,train
8000_148350_2265,0,train
8000_148356_2318,0,val
8000_148361_1661,0,val
8000_148361_1857,0,train
8000_148364_726,0,train
8000_148367_2687,0,train
8000_148368_5096,0,train
8000_148369_1958,0,train
8000_148371_844,0,train
8000_148376_2414,0,train
8000_148376_4320,0,val
8000_148384_3802,0,train
8000_148387_2247,1,train
8000_148388_1576,0,train
8000_148392_2892,0,train
8000_148399_1327,0,train
8000_148399_276,0,test
8000_149291_38,0,train
8000_149293_1040,0,val
8000_149293_1093,0,train
8000_149293_1592,0,train
8000_149298_1879,0,test
8000_149300_3693,0,val
8000_149300_3896,0,train
8000_149302_3864,0,train
8000_149304_424,0,train
8000_149304_499,0,train
8000_149311_1293,0,train
8000_149320_2162,0,val
8000_149320_5438,0,train
8000_149331_4336,0,train
8000_149332_2863,0,train
8000_149332_4270,0,val
8000_149334_1589,0,train
8000_149335_3735,0,test
8000_149336_1005,0,val
8000_149337_1840,0,train
8000_149338_3922,0,train
8000_149340_1559,0,val
8000_149344_6153,1,train
8000_149348_3385,0,train
8000_149355_5436,0,test
8000_149358_3445,0,train
8000_149360_4206,0,train
8000_149364_899,1,train
8000_149366_2476,0,train
8000_149368_5687,0,train
8000_149369_4487,0,train
8000_149370_4652,0,train
8000_149381_1895,0,train
8000_149381_3179,0,train
8000_149382_4158,0,train
8000_149384_2172,0,train
8000_149384_522,0,test
8000_149388_2938,0,train
8000_149388_5783,0,train
8000_149389_6567,0,train
8000_149393_3775,0,train
8000_149395_863,0,train
8000_149399_5036,0,train
8000_149404_3960,0,train
8000_149405_1638,0,train
8000_149405_5987,0,val
8000_149418_1182,0,val
8000_149425_4418,0,val
8000_149448_4396,0,train
8000_149454_6883,0,val
8000_149455_5168,0,train
8000_149458_3175,0,test
8000_149463_458,0,train
8000_149464_6320,0,test
8000_149465_581,0,train
8000_149466_1747,0,train
8000_149474_2378,0,train
8000_149476_7376,0,train
8000_149481_1739,0,train
8000_149481_7540,0,train
8000_149487_1914,0,train
8000_149487_912,0,val
8000_149491_5364,0,train
8000_149497_4893,0,train
8000_149498_2695,0,val
8000_149503_5396,0,train
8000_149505_5671,0,train
8000_149511_1468,0,train
8000_149512_1445,0,train
8000_149513_3236,0,test
8000_149514_6141,0,train
8000_149515_2061,1,train
8000_149544_44,0,train
8000_149548_2450,1,train
8000_149549_4411,0,train
8000_149551_2982,0,val
8000_149553_2412,0,train
8000_149564_500,0,train
8000_149568_3281,0,train
8000_149569_2685,1,train
8000_149573_1243,0,train
8000_149578_171,0,train
8000_149578_6483,0,val
8000_149582_2303,0,train
8000_149585_3669,0,train
8000_149586_5399,0,train
8000_149589_5214,0,test
8000_149589_5269,0,val
8000_149591_2393,0,train
8000_149593_7537,0,train
8000_149595_5345,0,val
8000_149595_5642,0,train
8000_149596_5186,0,val
8000_149596_6989,0,test
8000_149597_6597,0,test
8000_149599_6657,0,test
8000_149599_6773,0,train
8000_149599_7963,0,train
8000_149602_1712,0,train
8000_149602_4002,0,train
8000_149603_153,0,train
8000_149604_1042,0,test
8000_150497_350,0,val
8000_150497_553,0,val
8000_150498_1587,0,train
8000_150509_5212,0,val
8000_150515_5328,1,train
8000_150518_5052,0,train
8000_150521_2852,0,train
8000_150521_3367,0,train
8000_150524_5537,0,val
8000_150531_3533,1,train
8000_150532_1591,0,train
8000_150532_2206,1,train
8000_150537_6649,0,train
8000_150539_1894,0,train
8000_150540_722,0,train
8000_150543_1755,0,train
8000_150543_3253,0,train
8000_150544_2895,0,val
8000_150547_2147,1,train
8000_150561_3635,0,train
8000_150561_6716,0,train
8000_150561_7234,0,train
8000_150567_2330,0,test
8000_150570_3376,0,train
8000_150577_5337,0,val
8000_150580_2640,0,train
8000_150583_4316,0,test
8000_150591_182,0,val
8000_150592_2987,1,train
8000_150595_2987,0,train
8000_150595_4293,0,train
8000_150599_3296,0,train
8000_150599_4745,1,train
8000_150603_4482,0,train
8000_150609_335,0,train
8000_150609_4396,0,test
8000_150612_4851,0,train
8000_150613_1928,0,train
8000_150625_3883,0,val
8000_150626_2886,0,val
8000_150627_3140,0,val
8000_150628_4438,0,train
8000_150630_6380,0,train
8000_150633_2615,1,train
8000_150634_4229,1,train
8000_150637_1288,0,train
8000_150639_2269,1,val
8000_150640_3596,0,val
8000_150642_3240,2,train
8000_150648_793,0,test
8000_150657_649,0,train
8000_150661_6099,0,train
8000_150663_6191,0,train
8000_150666_1579,0,train
8000_150666_4954,0,val
8000_150668_4556,0,val
8000_150669_5217,0,train
8000_150673_3560,0,train
8000_150676_6520,0,val
8000_150702_366,0,train
8000_150703_1535,1,train
8000_150704_2242,0,train
8000_150706_6011,0,train
8000_150709_2955,0,train
8000_150710_4791,0,test
8000_150713_4682,1,train
8000_150729_4749,0,val
8000_150731_58,0,train
8000_150735_2133,0,train
8000_150745_1602,0,train
8000_150753_5682,0,train
8000_150756_3157,0,train
8000_150760_1204,0,train
8000_150765_2186,0,train
8000_150765_5425,0,train
8000_150765_6228,0,train
8000_150769_4259,0,test
8000_150773_4963,0,train
8000_150775_3008,0,train
8000_150780_2241,0,train
8000_150780_3449,0,train
8000_150780_5061,0,train
8000_150785_1570,0,train
8000_150789_3771,0,train
8000_150793_1341,1,train
8000_150796_1213,0,train
8000_150799_5655,0,train
8000_150807_5218,0,train
8000_151705_379,0,train
8000_151706_482,0,test
8000_151715_2157,0,train
8000_151719_6113,0,train
8000_151720_5970,0,train
8000_151722_5015,0,val
8000_151723_2837,0,test
8000_151723_4090,0,train
8000_151725_478,0,train
8000_151730_1644,0,val
8000_151745_4352,0,train
8000_151748_4905,0,train
8000_151753_180,1,train
8000_151758_306,1,train
8000_151764_5508,0,train
8000_151771_1383,0,val
8000_151773_1237,0,train
8000_151775_4915,1,test
8000_151775_5065,1,train
8000_151779_4649,0,train
8000_151782_3728,0,train
8000_151785_2591,0,test
8000_151788_5727,1,train
8000_151790_5161,0,train
8000_151791_4920,0,val
8000_151792_2743,0,val
8000_151808_3685,0,train
8000_151811_346,0,train
8000_151811_4677,0,train
8000_151812_2762,0,val
8000_151815_4117,0,train
8000_151818_1974,0,train
8000_151825_954,0,train
8000_151826_3280,0,train
8000_151839_1267,0,val
8000_151843_1225,0,train
8000_151849_414,0,test
8000_151854_4712,1,val
8000_151856_1464,0,train
8000_151856_5396,0,val
8000_151858_2851,0,train
8000_151859_22,0,train
8000_151864_1176,0,train
8000_151866_5417,0,train
8000_151868_2739,0,train
8000_151868_3096,0,val
8000_151878_2798,0,train
8000_151878_5309,0,train
8000_151880_1251,0,test
8000_151881_258,0,train
8000_151885_3442,0,train
8000_151887_6432,0,val
8000_151890_6150,0,train
8000_151890_877,0,train
8000_151891_2299,0,test
8000_151892_345,1,train
8000_151893_198,0,train
8000_151893_6183,0,val
8000_151894_2003,0,train
8000_151894_5020,0,train
8000_151894_5117,0,train
8000_151895_3390,0,train
8000_151897_2423,0,train
8000_151898_201,0,train
8000_151900_7124,0,train
8000_151908_2844,0,train
8000_151908_3651,0,train
8000_151915_2336,0,train
8000_151921_1472,0,train
8000_151922_1684,0,test
8000_151924_5473,0,train
8000_151933_5893,0,train
8000_151945_1272,0,train
8000_151948_3775,1,train
8000_151962_6718,0,train
8000_151963_3567,0,val
8000_151966_4250,0,train
8000_151968_5897,0,train
8000_151970_3574,0,train
8000_151972_1053,0,val
8000_151973_3311,0,val
8000_151974_569,0,train
8000_151978_2637,0,train
8000_151980_2440,1,val
8000_151980_4747,0,train
8000_151985_4877,0,val
8000_151988_1384,0,test
8000_151994_5960,1,train
8000_151997_3073,0,train
8000_151998_5099,0,train
8000_151998_5742,0,test
8000_151999_6003,0,train
8000_152000_4146,0,train
8000_152000_589,0,train
8000_152003_2240,0,train
8000_152009_5249,0,train
8000_152010_673,0,test
8000_152011_7426,1,test
8000_152012_5447,0,train
8000_152013_3191,0,val
8000_152014_1588,0,train
8000_152014_4414,0,train
8000_152014_7213,1,train
8000_152021_1068,0,train
8000_152924_1024,0,train
8000_152928_964,0,train
8000_152929_1680,0,test
8000_152935_5404,0,train
8000_152935_6008,0,train
8000_152936_3349,0,train
8000_152938_1523,0,train
8000_152946_3315,0,val
8000_152948_3471,0,train
8000_152953_1125,0,train
8000_152963_5352,1,train
8000_152963_5353,1,train
8000_152964_529,0,train
8000_152965_1684,0,val
8000_152974_436,0,train
8000_152975_315,0,train
8000_152983_3200,0,train
8000_152984_6478,0,test
8000_152985_429,1,train
8000_152993_4315,0,train
8000_152998_1358,0,train
8000_152998_76,0,val
8000_153000_5384,0,train
8000_153002_3096,0,val
8000_153004_294,1,train
8000_153004_4582,0,train
8000_153005_495,0,train
8000_153010_1209,0,train
8000_153011_3544,0,test
8000_153015_2919,0,test
8000_153018_3893,0,test
8000_153020_2626,0,train
8000_153024_4435,0,train
8000_153028_3680,0,val
8000_153034_3283,0,val
8000_153034_899,0,val
8000_153036_1994,0,test
8000_153038_6194,0,train
8000_153046_2765,0,train
8000_153048_4759,0,train
8000_153049_2429,0,test
8000_153058_872,1,train
8000_153059_1067,0,train
8000_153077_427,0,train
8000_153080_2650,0,train
8000_153080_5126,0,test
8000_153080_927,0,train
8000_153084_987,0,val
8000_153086_1325,0,val
8000_153086_3324,0,test
8000_153087_3772,0,val
8000_153087_3912,0,train
8000_153090_2919,0,val
8000_153091_5129,0,test
8000_153106_6907,0,train
8000_153108_4677,0,train
8000_153110_1031,0,train
8000_153110_5890,2,val
8000_153110_6046,0,train
8000_153111_6572,0,train
8000_153112_2832,0,test
8000_153114_2986,0,train
8000_153116_3527,0,train
8000_153116_6181,0,train
8000_153120_5638,0,train
8000_153124_4648,0,train
8000_153133_2472,1,train
8000_153134_1940,0,train
8000_153143_2481,0,val
8000_153145_3346,0,train
8000_153147_6794,0,train
8000_153150_3053,0,train
8000_153151_6423,0,train
8000_153153_3879,0,train
8000_153154_493,0,train
8000_153155_800,1,test
8000_153161_4510,0,train
8000_153164_2163,0,val
8000_153172_1871,0,train
8000_153172_534,2,train
8000_153179_6121,0,train
8000_153183_908,0,train
8000_153185_29,0,train
8000_153185_4451,0,train
8000_153186_655,0,train
8000_153189_3656,0,test
8000_153197_5995,0,train
8000_153200_2335,0,train
8000_153210_1565,1,train
8000_153210_5125,1,test
8000_153214_4077,0,train
8000_153217_878,1,train
8000_153225_2904,0,val
8000_153226_2155,1,test
8000_153226_4043,0,train
8000_153226_908,0,train
8000_153227_1427,0,val
8000_153227_4898,0,val
8000_153227_571,0,train
8000_153233_4661,0,train
8000_153237_1734,0,val
8000_154139_1487,0,val
8000_154139_1977,0,val
8000_154140_1822,0,train
8000_154143_1744,0,train
8000_154145_2592,1,test
8000_154145_2593,1,train
8000_154145_2595,1,test
8000_154145_2611,0,val
8000_154148_4231,0,train
8000_154150_4229,1,val
8000_154152_4386,0,train
8000_154160_6930,0,train
8000_154162_2822,0,train
8000_154162_92,0,train
8000_154163_4926,0,val
8000_154164_1856,0,train
8000_154169_2296,1,test
8000_154170_334,2,train
8000_154178_1153,0,train
8000_154183_564,1,train
8000_154184_4928,0,train
8000_154190_2099,0,train
8000_154191_119,0,train
8000_154191_5683,0,train
8000_154192_2337,0,train
8000_154198_1677,0,train
8000_154198_2810,0,test
8000_154201_554,0,train
8000_154203_6683,0,val
8000_154205_519,0,train
8000_154210_5642,0,val
8000_154212_887,0,train
8000_154213_2398,1,train
8000_154213_5928,0,train
8000_154217_5418,0,test
8000_154219_2276,0,test
8000_154220_3430,0,train
8000_154226_2355,0,test
8000_154233_5549,0,test
8000_154234_252,0,train
8000_154241_2021,2,train
8000_154243_2432,0,train
8000_154248_294,0,train
8000_154251_5490,0,test
8000_154258_660,0,val
8000_154259_4114,0,train
8000_154270_4974,0,train
8000_154273_322,0,val
8000_154275_5144,0,train
8000_154278_2108,0,train
8000_154278_5436,0,val
8000_154281_3147,0,train
8000_154302_6367,0,train
8000_154306_4156,0,test
8000_154311_835,0,train
8000_154312_423,0,val
8000_154313_6313,0,val
8000_154314_2783,0,val
8000_154315_6946,0,train
8000_154321_5148,0,test
8000_154321_6696,1,train
8000_154324_5455,0,train
8000_154332_4516,1,train
8000_154333_1426,1,train
8000_154334_3208,0,train
8000_154336_4192,0,train
8000_154340_4679,0,train
8000_154345_6241,0,train
8000_154347_3212,1,train
8000_154349_588,0,val
8000_154352_4960,0,train
8000_154355_1157,0,train
8000_154356_2052,0,train
8000_154359_3182,0,train
8000_154359_5300,0,train
8000_154366_2407,0,train
8000_154377_1054,0,train
8000_154390_5867,0,test
8000_154394_615,0,train
8000_154398_3606,0,val
8000_154399_1246,0,train
8000_154399_2605,0,train
8000_154401_2298,0,test
8000_154401_2613,0,test
8000_154401_6454,1,train
8000_154410_3363,0,train
8000_154413_36,0,val
8000_154422_4140,0,train
8000_154423_3986,0,val
8000_154423_6871,0,test
8000_154428_4583,0,test
8000_154429_6196,0,train
8000_154430_2033,0,val
8000_154432_1971,0,train
8000_154432_6633,0,test
8000_154434_2163,0,train
8000_154436_5623,1,val
8000_154438_1364,0,train
8000_154439_1827,0,train
8000_154439_3148,0,train
8000_154440_4073,0,val
8000_154443_4142,0,train
8000_154452_1510,0,train
8000_154453_2406,0,train
8000_154453_5894,0,test
8000_155367_3868,0,train
8000_155368_4090,0,train
8000_155368_4158,0,test
8000_155373_5533,0,test
8000_155374_232,0,train
8000_155376_927,0,train
8000_155379_6786,0,train
8000_155381_4642,0,train
8000_155393_1763,0,test
8000_155400_1505,0,test
8000_155403_4257,0,train
8000_155403_5290,1,test
8000_155407_3906,0,train
8000_155415_2757,0,train
8000_155415_5482,0,train
8000_155420_4356,0,train
8000_155424_5480,0,train
8000_155435_3678,1,train
8000_155438_775,0,train
8000_155442_3046,0,train
8000_155444_1967,0,val
8000_155448_6017,0,train
8000_155453_2097,0,train
8000_155453_3837,0,train
8000_155454_2484,0,train
8000_155454_4157,2,train
8000_155463_5325,0,train
8000_155466_4371,0,train
8000_155468_6067,0,test
8000_155473_5280,1,train
8000_155475_3885,0,train
8000_155480_605,0,train
8000_155481_2725,0,train
8000_155481_6154,0,train
8000_155482_2616,0,val
8000_155482_5944,0,train
8000_155483_2614,0,train
8000_155484_3956,0,train
8000_155487_3575,1,train
8000_155487_5327,0,test
8000_155496_5537,0,val
8000_155498_126,0,test
8000_155498_5745,0,test
8000_155502_3264,0,val
8000_155502_536,0,train
8000_155504_5769,0,train
8000_155506_3798,0,test
8000_155524_2672,0,train
8000_155526_3817,0,train
8000_155527_4277,0,train
8000_155528_5575,0,train
8000_155528_6470,0,train
8000_155535_3128,1,train
8000_155540_2659,0,train
8000_155541_6624,0,train
8000_155547_1172,0,train
8000_155550_1113,0,train
8000_155557_3506,0,train
8000_155558_5714,0,train
8000_155561_1088,0,train
8000_155571_5170,0,train
8000_155575_1150,0,test
8000_155581_1573,1,val
8000_155583_3601,0,train
8000_155583_587,0,train
8000_155586_1996,0,train
8000_155589_2172,1,val
8000_155595_3996,1,train
8000_155596_415,0,val
8000_155598_4304,0,train
8000_155610_250,0,val
8000_155610_4300,0,train
8000_155614_2209,0,val
8000_155616_1640,0,val
8000_155633_5722,0,val
8000_155634_5433,0,test
8000_155634_7835,0,val
8000_155638_376,0,train
8000_155643_3793,0,test
8000_155650_72,0,train
8000_155653_1352,0,train
8000_155656_3754,0,test
8000_155657_2393,0,train
8000_155659_3675,0,test
8000_155661_462,1,val
8000_155662_6008,0,train
8000_155664_5020,0,test
8000_155666_6396,0,train
8000_155667_851,1,train
8000_155668_6213,1,train
8000_155670_978,1,train
8000_155672_3654,0,train
8000_155674_2643,0,val
8000_155674_2789,0,test
8000_156590_3906,0,train
8000_156591_1892,0,train
8000_156592_2847,0,val
8000_156593_203,0,train
8000_156595_4797,0,train
8000_156598_194,0,train
8000_156602_2831,0,train
8000_156608_258,0,train
8000_156614_6227,0,train
8000_156622_6191,0,val
8000_156628_4887,0,train
8000_156630_3180,0,val
8000_156633_3455,0,val
8000_156647_650,0,train
8000_156650_5640,1,test
8000_156651_5819,0,train
8000_156654_5417,1,train
8000_156655_4502,0,train
8000_156657_5802,0,train
8000_156658_1706,0,train
8000_156660_5178,0,train
8000_156660_897,0,val
8000_156668_4809,0,val
8000_156668_979,0,train
8000_156669_3519,0,train
8000_156671_2618,0,train
8000_156671_4464,0,train
8000_156674_1525,0,train
8000_156674_612,0,train
8000_156676_1852,0,val
8000_156678_2382,0,train
8000_156678_6564,1,val
8000_156679_5722,0,train
8000_156683_3610,0,train
8000_156687_3763,0,test
8000_156688_1244,0,train
8000_156690_1927,0,train
8000_156692_1159,0,train
8000_156692_4896,0,val
8000_156696_2566,0,train
8000_156697_189,0,test
8000_156698_668,0,val
8000_156704_2654,1,test
8000_156710_515,0,train
8000_156712_2463,0,test
8000_156714_3060,0,train
8000_156714_5675,0,val
8000_156715_5986,0,train
8000_156721_2069,1,val
8000_156727_2467,0,train
8000_156729_5561,0,train
8000_156743_1996,0,train
8000_156747_2636,0,train
8000_156754_2663,0,test
8000_156754_4481,0,test
8000_156754_47,0,val
8000_156757_254,0,train
8000_156760_3155,0,train
8000_156763_475,0,val
8000_156768_4071,0,train
8000_156771_261,0,val
8000_156777_4592,0,test
8000_156779_1254,0,train
8000_156780_3151,0,train
8000_156780_3928,0,train
8000_156781_3184,0,train
8000_156783_137,0,train
8000_156784_2193,0,train
8000_156784_4146,0,train
8000_156786_4600,0,val
8000_156791_6470,0,train
8000_156803_6225,1,test
8000_156807_1466,0,val
8000_156812_2909,1,train
8000_156813_1729,0,train
8000_156813_1960,0,val
8000_156813_4719,0,test
8000_156813_811,0,train
8000_156814_1511,0,train
8000_156815_5760,0,train
8000_156815_6164,0,train
8000_156817_990,0,train
8000_156818_3933,0,train
8000_156822_2616,0,val
8000_156823_1347,0,train
8000_156828_3903,0,train
8000_156834_3338,0,train
8000_156839_2232,0,train
8000_156839_6179,0,train
8000_156841_6698,0,train
8000_156848_5764,0,train
8000_156851_4497,0,train
8000_156857_6486,0,test
8000_156861_4655,0,train
8000_156863_6899,0,train
8000_156868_5939,1,train
8000_156869_2133,0,train
8000_156870_1915,0,train
8000_156872_2253,0,val
8000_156873_1445,0,train
8000_156875_3205,0,train
8000_156878_6081,0,train
8000_156879_4796,1,train
8000_156879_5580,0,train
8000_156882_4906,0,val
8000_156882_5613,0,train
8000_156883_940,0,val
8000_156888_3543,0,test
8000_156896_1785,0,test
8000_156896_4919,0,train
8000_156898_896,1,train
8000_157821_1232,0,train
8000_157821_3253,2,train
8000_157825_289,0,train
8000_157827_2410,0,test
8000_157827_475,0,test
8000_157827_6066,0,test
8000_157828_3128,0,train
8000_157828_6883,1,train
8000_157837_2843,0,train
8000_157840_6864,0,train
8000_157842_1506,0,train
8000_157847_1342,0,train
8000_157847_168,0,val
8000_157847_324,0,train
8000_157852_5971,0,train
8000_157856_2919,0,val
8000_157858_2078,0,test
8000_157859_4900,0,train
8000_157860_5837,0,val
8000_157861_1455,1,train
8000_157864_1216,0,train
8000_157866_4496,0,test
8000_157869_2745,0,train
8000_157872_3938,0,val
8000_157879_199,0,train
8000_157888_4326,0,train
8000_157889_1177,0,val
8000_157892_6283,0,train
8000_157893_3715,0,val
8000_157897_4054,0,train
8000_157899_3655,0,train
8000_157905_3655,0,train
8000_157907_5457,0,val
8000_157908_3455,0,train
8000_157909_3906,0,train
8000_157910_1299,0,train
8000_157911_4208,0,train
8000_157917_1525,0,train
8000_157919_3273,0,train
8000_157920_667,0,train
8000_157923_3457,0,test
8000_157924_4876,0,train
8000_157925_300,0,train
8000_157932_131,0,train
8000_157932_3951,0,train
8000_157933_3863,0,train
8000_157937_2084,0,train
8000_157938_2466,0,test
8000_157947_3153,0,train
8000_157948_3915,0,train
8000_157949_2319,0,train
8000_157964_5064,0,train
8000_157968_1076,1,val
8000_157970_2009,0,val
8000_157971_6121,0,train
8000_157972_624,0,train
8000_157979_2523,0,train
8000_157979_5721,0,test
8000_157980_3563,0,train
8000_157981_4982,0,train
8000_157989_3120,0,val
8000_157995_1484,0,train
8000_157996_1465,0,val
8000_158002_2157,0,test
8000_158002_6504,0,test
8000_158006_5537,0,train
8000_158006_6708,0,train
8000_158009_5519,0,train
8000_158018_1512,0,test
8000_158021_6221,0,train
8000_158034_941,0,train
8000_158039_883,1,train
8000_158040_2532,0,train
8000_158040_4662,0,test
8000_158049_5217,0,train
8000_158054_1928,0,val
8000_158055_6380,0,val
8000_158056_2050,0,train
8000_158060_2621,0,train
8000_158060_404,0,train
8000_158068_1053,0,train
8000_158070_6415,0,train
8000_158071_5018,0,train
8000_158073_4120,0,train
8000_158087_5710,0,train
8000_158088_1725,0,train
8000_158088_2479,0,train
8000_158088_3290,0,val
8000_158088_5162,0,test
8000_158091_6778,1,train
8000_158095_2289,1,val
8000_158096_1355,0,train
8000_158096_6161,0,train
8000_158098_5532,0,test
8000_158099_1549,0,val
8000_158099_822,0,test
8000_158101_1516,0,test
8000_158101_4465,0,train
8000_158101_5349,2,test
8000_158102_2931,0,train
8000_158102_934,0,train
8000_158105_350,0,val
8000_158114_4261,1,train
8000_158115_1724,0,test
8000_158115_6393,1,train
8000_159050_1161,0,val
8000_159053_4529,0,train
8000_159054_4017,0,train
8000_159057_5856,0,test
8000_159057_6318,0,train
