index,label,split
8723,3,train
8724,5,train
8725,5,train
8726,9,val
8727,2,train
8728,6,val
8729,7,train
8730,7,train
8731,8,train
8732,7,test
8733,1,train
8734,2,val
8735,5,val
8736,6,train
8737,1,test
8738,6,train
8739,1,train
8740,0,val
8741,3,train
8742,2,train
8743,7,test
8744,2,train
8745,1,val
8746,6,val
8747,0,train
8748,1,train
8749,1,train
8750,9,train
8751,8,train
8752,1,train
8753,5,train
8754,7,test
8755,7,train
8756,1,test
8757,5,train
8758,7,train
8759,0,train
8760,2,train
8761,5,train
8762,7,train
8763,5,test
8764,2,train
8765,7,val
8766,8,val
8767,2,train
8768,5,train
8769,2,train
8770,8,train
8771,7,train
8772,6,train
8773,3,train
8774,5,train
8775,7,val
8776,7,train
8777,9,train
8778,3,val
8779,1,train
8780,5,train
8781,7,train
8782,7,val
8783,5,val
8784,8,train
8785,0,val
8786,5,test
8787,5,test
8788,6,train
8789,6,train
8790,5,train
8791,9,train
8792,2,test
8793,5,train
8794,2,test
8795,3,train
8796,9,val
8797,2,train
8798,4,train
8799,6,val
8800,1,train
8801,1,train
8802,7,train
8803,7,train
8804,3,val
8805,2,train
8806,2,train
8807,3,train
8808,2,val
8809,8,test
8810,1,val
8811,9,test
8812,9,val
8813,3,train
8814,1,train
8815,9,train
8816,9,train
8817,3,train
8818,3,train
8819,5,train
8820,1,train
8821,9,train
8822,0,train
8823,5,train
8824,2,train
8825,5,train
8826,3,train
8827,2,test
8828,0,train
8829,1,train
8830,0,train
8831,2,train
8832,1,train
8833,6,train
8834,5,train
8835,7,train
8836,2,train
8837,5,val
8838,8,train
8839,9,train
8840,7,train
8841,2,train
8842,0,train
8843,3,train
8844,6,train
8845,3,test
8846,2,val
8847,5,train
8848,8,train
8849,1,train
8850,9,train
8851,6,test
8852,4,train
8853,8,train
8854,1,val
8855,6,train
8856,7,train
8857,5,train
8858,2,train
8859,1,val
8860,9,test
8861,2,val
8862,7,test
8863,2,val
8864,3,train
8865,1,train
8866,9,train
8867,5,train
8868,7,train
8869,2,train
8870,9,train
8871,5,train
8872,2,val
8873,1,train
8874,0,train
8875,4,test
8876,3,val
8877,1,val
8878,9,val
8879,8,train
8880,3,test
8881,9,train
8882,9,train
8883,5,train
8884,0,train
8885,2,val
8886,3,train
8887,5,train
8888,6,train
8889,7,train
8890,5,train
8891,2,train
8892,9,train
8893,5,val
8894,3,val
8895,3,train
8896,3,test
8897,9,train
8898,3,train
8899,0,train
8900,3,train
8901,3,train
8902,1,val
8903,8,train
8904,3,train
8905,5,val
8906,3,train
8907,5,val
8908,4,train
8909,2,val
8910,7,train
8911,3,train
8912,8,train
8913,8,train
8914,8,train
8915,7,train
8916,2,train
8917,7,train
8918,7,train
8919,7,train
8920,2,train
8921,1,train
8922,1,val
8923,2,test
8924,0,train
8925,2,train
8926,5,train
8927,5,train
8928,0,train
8929,1,test
8930,7,train
8931,9,val
8932,7,train
8933,7,train
8934,2,val
8935,5,val
8936,7,test
8937,9,train
8938,7,train
8939,7,val
8940,7,train
8941,9,train
8942,4,test
8943,5,train
8944,2,train
8945,2,train
8946,9,train
8947,0,train
8948,8,train
8949,2,train
8950,2,test
8951,0,val
8952,7,train
8953,8,train
8954,3,train
8955,3,val
8956,3,test
8957,3,train
8958,1,train
8959,3,val
8960,5,test
8961,3,train
8962,5,train
8963,6,val
8964,1,train
8965,8,train
8966,5,train
8967,1,test
8968,7,train
8969,3,train
8970,0,test
8971,6,train
8972,2,test
8973,2,test
8974,0,train
8975,2,train
8976,5,train
8977,7,train
8978,6,train
8979,0,val
8980,7,train
8981,9,train
8982,3,train
8983,3,train
8984,7,train
8985,0,train
8986,2,train
8987,7,val
8988,5,train
8989,6,val
8990,4,train
8991,1,train
8992,0,val
8993,7,val
8994,7,train
8995,5,train
8996,1,train
8997,7,train
8998,8,train
8999,5,train
9000,5,val
9001,7,test
9002,2,train
9003,5,train
9004,2,val
9005,3,train
9006,5,train
9007,8,test
9008,9,test
9009,2,train
9010,6,train
9011,5,test
9012,6,train
9013,7,train
9014,9,test
9015,8,train
9016,0,test
9017,5,train
9018,9,train
9019,3,test
9020,1,val
9021,3,test
9022,2,train
9023,6,train
9024,1,train
9025,3,train
9026,5,test
9027,2,train
9028,7,val
9029,7,train
9030,9,val
9031,5,train
9032,7,train
9033,7,train
9034,5,test
9035,3,train
9036,2,train
9037,8,train
9038,3,train
9039,9,train
9040,9,train
9041,4,train
9042,7,train
9043,2,train
9044,2,train
9045,1,train
9046,5,train
9047,2,val
9048,9,test
9049,7,test
9050,1,test
9051,5,train
9052,1,train
9053,1,train
9054,5,val
9055,0,train
9056,5,train
9057,1,test
9058,2,val
9059,9,train
9060,6,val
9061,7,train
9062,6,train
9063,5,train
9064,2,test
9065,0,train
9066,3,train
9067,1,test
9068,3,train
9069,8,test
9070,1,train
9071,7,train
9072,5,train
9073,2,train
9074,5,val
9075,6,train
9076,8,train
9077,1,train
9078,2,test
9079,1,train
9080,3,test
9081,7,train
9082,7,train
9083,6,train
9084,6,train
9085,5,val
9086,8,train
9087,8,train
9088,3,train
9089,2,train
9090,0,test
9091,0,train
9092,5,train
9093,7,val
9094,1,train
9095,7,train
9096,3,train
9097,9,train
9098,8,val
9099,1,val
9100,7,train
9101,7,test
9102,6,test
9103,2,train
9104,6,test
9105,7,train
9106,6,train
9107,5,test
9108,0,test
9109,2,train
9110,3,train
9111,6,test
9112,9,val
9113,2,test
9114,6,val
9115,1,train
9116,3,train
9117,5,train
9118,7,val
9119,9,train
9120,2,test
9121,9,train
9122,2,train
9123,0,val
9124,0,val
9125,5,train
9126,0,train
9127,3,test
9128,5,train
9129,2,test
9130,1,test
9131,7,train
9132,3,train
9133,4,train
9134,8,train
9135,8,train
9136,7,train
9137,9,train
9138,7,train
9139,9,train
9140,2,train
9141,0,train
9142,2,test
9143,6,train
9144,5,train
9145,6,train
9146,3,train
9147,6,train
9148,3,train
9149,1,train
9150,7,train
9151,3,test
9152,6,train
9153,5,train
9154,5,val
9155,6,val
9156,9,train
9157,9,train
9158,6,train
9159,3,test
9160,7,train
9161,2,train
9162,7,val
9163,9,test
9164,9,train
9165,7,train
9166,6,train
9167,1,train
9168,7,train
9169,3,train
9170,9,train
9171,6,train
9172,0,train
9173,5,test
9174,8,train
9175,2,train
9176,9,val
9177,9,train
9178,7,val
9179,1,train
9180,7,train
9181,6,train
9182,7,val
9183,2,train
9184,1,train
9185,8,val
9186,7,train
9187,1,train
9188,2,val
9189,7,train
9190,7,train
9191,2,train
9192,2,train
9193,1,train
9194,3,train
9195,9,train
9196,2,train
9197,3,train
9198,2,train
9199,0,train
9200,7,test
9201,5,train
9202,3,train
9203,7,train
9204,7,train
9205,0,train
9206,2,train
9207,8,train
9208,8,test
9209,5,test
9210,4,val
9211,9,train
9212,7,test
9213,7,train
9214,9,train
9215,1,val
9216,7,train
9217,8,train
9218,0,train
9219,2,train
9220,2,test
9221,5,train
9222,8,train
9223,8,train
9224,5,test
9225,9,train
9226,7,train
9227,3,test
9228,2,train
9229,6,train
9230,6,test
9231,1,train
9232,1,test
9233,5,train
9234,8,train
9235,5,test
9236,9,val
9237,6,train
9238,1,train
9239,4,train
9240,2,train
9241,5,val
9242,7,train
9243,2,train
9244,7,test
9245,6,test
9246,7,train
9247,2,train
9248,1,train
9249,8,train
9250,0,train
9251,6,val
9252,0,train
9253,8,train
9254,2,train
9255,5,train
9256,8,test
9257,2,train
9258,2,train
9259,0,val
9260,7,train
9261,7,train
9262,7,test
9263,5,val
9264,9,train
9265,7,train
9266,2,train
9267,3,train
9268,7,train
9269,6,val
9270,7,train
9271,5,train
9272,4,val
9273,6,val
9274,7,train
9275,6,train
9276,6,train
9277,7,val
9278,2,val
9279,1,train
9280,2,train
9281,5,test
9282,4,train
9283,7,train
9284,2,test
9285,7,train
9286,4,val
9287,9,train
9288,3,train
9289,7,train
9290,0,test
9291,1,val
9292,5,train
9293,2,val
9294,3,train
9295,1,train
9296,9,val
9297,0,train
9298,2,train
9299,2,train
9300,3,train
9301,8,val
9302,8,train
9303,0,train
9304,2,train
9305,2,train
9306,5,train
9307,1,test
9308,8,train
9309,3,test
9310,5,train
9311,2,train
9312,1,test
9313,8,train
9314,9,test
9315,6,train
9316,3,test
9317,7,test
9318,2,train
9319,1,train
9320,9,train
9321,5,train
9322,9,val
9323,2,train
9324,9,test
9325,1,train
9326,7,test
9327,2,train
9328,7,train
9329,4,train
9330,8,train
9331,1,val
9332,9,train
9333,0,test
9334,7,train
9335,9,train
9336,7,val
9337,1,train
9338,3,val
9339,3,train
9340,3,test
9341,5,train
9342,3,test
9343,2,train
9344,3,train
9345,1,train
9346,6,val
9347,8,val
9348,0,val
9349,5,val
9350,9,train
9351,7,train
9352,3,train
9353,0,train
9354,5,train
9355,8,train
9356,3,train
9357,9,test
9358,5,train
9359,4,train
9360,0,test
9361,9,train
9362,2,train
9363,3,train
9364,2,val
9365,3,val
9366,8,train
9367,7,train
9368,1,train
9369,1,val
9370,5,test
9371,7,train
9372,0,test
9373,3,test
9374,2,test
9375,5,train
9376,3,train
9377,7,val
9378,1,train
9379,7,train
9380,1,train
9381,5,train
9382,5,test
9383,2,train
9384,3,train
9385,7,test
9386,7,train
9387,9,train
9388,4,train
9389,6,train
9390,5,train
9391,9,train
9392,6,train
9393,9,test
9394,1,train
9395,2,train
9396,8,train
9397,3,train
9398,9,train
9399,2,val
9400,7,train
9401,9,test
9402,1,train
9403,9,test
9404,2,train
9405,1,val
9406,1,train
9407,3,val
9408,6,train
9409,3,val
9410,6,train
9411,3,val
9412,5,test
9413,6,train
9414,2,train
9415,3,train
9416,7,train
9417,5,train
9418,5,train
9419,7,train
9420,5,val
9421,9,val
9422,8,val
9423,3,train
9424,2,train
9425,1,train
9426,2,train
9427,9,test
9428,0,train
9429,9,train
9430,8,train
9431,4,train
9432,1,train
9433,5,train
9434,7,test
9435,1,train
9436,8,train
9437,3,test
9438,5,train
9439,5,train
9440,5,train
9441,0,train
9442,1,train
9443,2,train
9444,3,train
9445,3,val
9446,2,train
9447,1,val
9448,1,val
9449,5,val
9450,7,train
9451,9,train
9452,6,train
9453,4,val
9454,2,test
9455,1,test
9456,2,train
9457,2,val
9458,0,train
9459,2,train
9460,2,train
9461,3,train
9462,3,train
9463,5,train
9464,7,val
9465,6,test
9466,2,train
9467,8,train
9468,6,train
9469,7,train
9470,5,train
9471,1,test
9472,7,train
9473,6,train
9474,9,val
9475,7,train
9476,6,train
9477,9,train
9478,5,train
9479,5,train
9480,7,train
9481,5,test
9482,2,train
9483,3,train
9484,3,train
9485,7,val
9486,6,train
9487,1,train
9488,9,train
9489,9,train
9490,5,train
9491,4,val
9492,2,test
9493,0,test
9494,6,train
9495,9,train
9496,2,train
9497,7,train
9498,7,train
9499,5,train
9500,0,train
9501,9,test
9502,7,test
9503,2,val
9504,6,test
9505,9,train
9506,2,train
9507,9,test
9508,9,train
9509,8,train
9510,9,test
9511,2,test
9512,2,train
9513,7,test
9514,2,train
9515,9,train
9516,1,test
9517,5,train
9518,7,test
9519,0,train
9520,0,train
9521,7,train
9522,1,test
9523,2,train
9524,9,test
9525,8,train
9526,3,train
9527,5,train
9528,3,train
9529,7,train
9530,3,train
9531,8,train
9532,8,train
9533,8,train
9534,3,train
9535,7,test
9536,0,train
9537,3,train
9538,2,train
9539,1,train
9540,7,train
9541,3,train
9542,3,val
9543,5,val
9544,7,train
9545,5,train
9546,2,train
9547,9,train
9548,0,train
9549,5,train
9550,0,test
9551,7,train
9552,0,train
9553,6,train
9554,3,train
9555,6,train
9556,3,train
9557,3,train
9558,0,train
9559,2,train
9560,3,val
9561,6,val
9562,9,train
9563,5,train
9564,8,train
9565,8,train
9566,9,val
9567,2,train
9568,2,train
9569,1,train
9570,5,test
9571,1,train
9572,5,train
9573,8,train
9574,9,test
9575,3,train
9576,5,val
9577,3,val
9578,5,train
9579,5,train
9580,7,test
9581,6,test
9582,2,test
9583,5,train
9584,9,test
9585,8,train
9586,6,train
9587,3,train
9588,2,test
9589,8,train
9590,8,train
9591,6,train
9592,3,test
9593,7,test
9594,3,train
9595,7,train
9596,2,val
9597,7,train
9598,2,train
9599,1,train
9600,6,train
9601,7,train
9602,1,train
9603,8,test
9604,5,val
9605,2,train
9606,1,train
9607,5,train
9608,6,val
9609,8,test
9610,9,train
9611,9,train
9612,5,train
9613,5,train
9614,2,val
9615,5,train
9616,8,train
9617,1,test
9618,7,train
9619,1,train
9620,9,val
9621,2,train
9622,3,train
9623,8,train
9624,9,train
9625,9,train
9626,5,test
9627,5,test
9628,3,train
9629,5,val
9630,8,val
9631,3,test
9632,0,train
9633,2,train
9634,5,train
9635,8,val
9636,2,train
9637,3,val
9638,7,train
9639,5,train
9640,1,train
9641,2,train
9642,9,train
9643,7,val
9644,7,train
9645,7,train
9646,3,train
9647,9,train
9648,8,train
9649,2,train
9650,7,train
9651,5,test
9652,2,val
9653,7,train
9654,1,test
9655,3,val
9656,2,val
9657,3,val
9658,1,train
9659,2,val
9660,8,val
9661,7,train
9662,8,val
9663,1,val
9664,2,train
9665,5,train
9666,1,train
9667,3,train
9668,3,test
9669,6,train
9670,1,train
9671,9,train
9672,3,test
9673,7,train
9674,9,val
9675,6,val
9676,9,test
9677,0,val
9678,9,train
9679,1,train
9680,8,val
9681,9,train
9682,5,train
9683,3,train
9684,6,train
9685,4,train
9686,5,val
9687,7,train
9688,7,test
9689,6,train
9690,2,train
9691,5,train
9692,0,train
9693,3,train
9694,9,train
9695,3,train
9696,2,test
9697,7,train
9698,5,train
9699,2,test
9700,6,train
9701,3,train
9702,3,train
9703,8,train
9704,3,train
9705,6,val
9706,9,train
9707,6,train
9708,2,train
9709,6,train
9710,2,train
9711,5,train
9712,0,train
9713,5,train
9714,2,train
9715,3,train
9716,7,train
9717,6,train
9718,9,train
9719,5,train
9720,4,train
9721,2,train
9722,7,train
9723,7,train
9724,2,train
9725,3,train
9726,9,train
9727,6,train
9728,3,train
9729,6,train
9730,7,test
9731,2,train
9732,7,train
9733,5,val
9734,2,test
9735,1,val
9736,5,val
9737,9,test
9738,7,val
9739,2,train
9740,6,train
9741,6,train
9742,9,train
9743,2,test
9744,5,train
9745,3,train
9746,9,train
9747,0,train
9748,3,train
9749,8,train
9750,9,train
9751,2,train
9752,8,train
9753,1,train
9754,9,train
9755,5,train
9756,8,val
9757,2,train
9758,2,test
9759,3,train
9760,7,val
9761,8,test
9762,2,train
9763,1,train
9764,5,test
9765,5,train
9766,1,train
9767,7,test
9768,3,train
9769,9,train
9770,2,train
9771,1,train
9772,2,test
9773,3,val
9774,3,test
9775,5,val
9776,8,val
9777,6,val
9778,8,train
9779,0,train
9780,5,train
9781,7,val
9782,0,train
9783,7,train
9784,7,train
9785,3,train
9786,3,test
9787,8,val
9788,9,test
9789,2,val
9790,9,train
9791,1,train
9792,5,train
9793,7,val
9794,5,train
9795,9,train
9796,9,train
9797,5,train
9798,2,val
9799,9,train
9800,4,val
9801,5,test
9802,3,train
9803,9,test
9804,8,train
9805,1,test
9806,9,test
9807,2,train
9808,8,train
9809,7,train
9810,2,train
9811,2,train
9812,6,train
9813,5,train
9814,2,train
9815,7,val
9816,3,test
9817,9,train
9818,1,train
9819,7,train
9820,2,train
9821,0,val
9822,7,train
9823,6,train
9824,7,test
9825,2,train
9826,2,train
9827,2,val
9828,5,train
9829,2,train
9830,7,train
9831,6,train
9832,6,train
9833,7,train
9834,7,test
9835,7,train
9836,1,train
9837,5,train
9838,5,train
9839,9,train
9840,9,test
9841,7,train
9842,3,train
9843,3,train
9844,6,val
9845,4,val
9846,3,train
9847,6,test
9848,3,train
9849,1,test
9850,0,train
9851,7,train
9852,2,train
9853,5,train
9854,5,test
9855,7,val
9856,9,train
9857,2,val
9858,7,train
9859,9,val
9860,5,train
9861,7,train
9862,2,train
9863,0,test
9864,6,train
9865,2,test
9866,1,train
9867,9,train
9868,1,test
9869,3,train
9870,7,test
9871,9,train
9872,2,train
9873,7,train
9874,2,test
9875,5,val
9876,5,train
9877,3,train
9878,9,train
9879,9,train
9880,5,test
9881,1,test
9882,9,val
9883,1,train
9884,1,train
9885,5,train
9886,6,train
9887,1,train
9888,2,train
9889,0,train
9890,2,val
9891,5,train
9892,9,test
9893,3,train
9894,9,test
9895,0,train
9896,7,train
9897,8,test
9898,0,train
9899,6,train
9900,1,train
9901,7,train
9902,0,train
9903,7,test
9904,8,train
9905,2,test
9906,2,train
9907,0,test
9908,0,test
9909,0,train
9910,6,train
9911,3,test
9912,7,train
9913,7,train
9914,1,train
9915,5,train
9916,2,test
9917,2,train
9918,2,train
9919,2,train
9920,9,train
9921,7,train
9922,8,test
9923,0,test
9924,5,train
9925,3,test
9926,8,train
9927,7,train
9928,1,train
9929,7,train
9930,6,train
9931,9,val
9932,1,val
9933,8,train
9934,8,train
9935,1,test
9936,7,test
9937,7,train
9938,9,train
9939,3,val
9940,0,train
9941,3,train
9942,9,test
9943,5,test
9944,7,test
9945,8,train
9946,7,train
9947,0,val
9948,9,train
9949,7,train
9950,7,train
9951,7,train
9952,9,train
9953,9,train
9954,7,train
9955,6,train
9956,1,train
9957,5,train
9958,1,train
9959,2,train
9960,2,train
9961,9,train
9962,9,train
9963,7,train
9964,7,val
9965,4,train
9966,5,test
9967,1,val
9968,4,train
9969,3,train
9970,5,test
9971,3,train
9972,7,train
9973,4,train
9974,2,train
9975,3,val
9976,2,train
9977,1,train
9978,3,train
9979,1,train
9980,2,train
9981,7,train
9982,9,val
9983,6,val
9984,3,train
9985,2,train
9986,2,train
9987,2,train
9988,8,val
9989,2,train
9990,8,train
9991,5,val
9992,4,train
9993,1,train
9994,1,val
9995,1,train
9996,1,train
9997,7,val
9998,3,test
9999,9,train
10000,0,train
10001,3,test
10002,8,train
10003,8,test
10004,2,train
10005,0,train
10006,9,val
10007,8,train
10008,9,train
10009,3,train
10010,8,train
10011,2,train
10012,7,test
10013,9,test
10014,2,val
10015,7,train
10016,8,train
10017,8,train
10018,2,test
10019,2,train
10020,5,test
10021,2,train
10022,2,test
10023,2,train
10024,5,train
10025,7,train
10026,6,train
10027,6,val
10028,7,train
10029,6,val
10030,9,train
10031,8,train
10032,0,train
10033,6,train
10034,7,train
10035,7,val
10036,7,test
10037,5,val
10038,9,train
10039,7,train
10040,2,train
10041,5,val
10042,2,val
10043,6,test
10044,5,train
10045,0,train
10046,9,train
10047,1,train
10048,7,train
10049,2,val
10050,8,train
10051,6,train
10052,5,train
10053,9,test
10054,3,val
10055,9,train
10056,7,train
10057,7,val
10058,9,train
10059,9,train
10060,2,train
10061,9,train
10062,2,train
10063,0,train
10064,1,test
10065,8,train
10066,7,test
10067,6,train
10068,5,val
10069,5,test
10070,7,train
10071,7,train
10072,3,val
10073,7,train
10074,6,train
10075,3,train
10076,7,train
10077,5,train
10078,3,train
10079,3,val
10080,2,val
10081,9,train
10082,6,test
10083,1,test
10084,2,train
10085,9,train
10086,7,val
10087,6,train
10088,9,train
10089,3,train
10090,7,val
10091,2,train
10092,5,train
10093,2,train
10094,4,train
10095,8,train
10096,2,train
10097,2,train
10098,3,test
10099,2,val
10100,1,train
10101,8,train
10102,7,train
10103,2,train
10104,1,test
10105,2,train
10106,7,train
10107,3,train
10108,9,train
10109,3,val
10110,8,train
10111,1,train
10112,3,train
10113,5,val
10114,7,train
10115,0,train
10116,9,train
10117,3,train
10118,9,train
10119,8,train
10120,5,train
10121,5,train
10122,7,train
10123,6,train
10124,5,train
10125,2,train
10126,6,train
10127,8,train
10128,5,val
10129,9,train
10130,5,train
10131,4,train
10132,6,train
10133,0,train
10134,2,train
10135,8,train
10136,5,train
10137,7,train
10138,3,train
10139,8,train
10140,5,train
10141,2,val
10142,8,test
10143,6,train
10144,1,train
10145,7,train
10146,3,train
10147,7,val
10148,6,train
10149,9,train
10150,6,train
10151,7,val
10152,1,train
10153,7,train
10154,9,test
10155,1,train
10156,2,train
10157,2,val
10158,6,train
10159,2,train
10160,3,train
10161,8,train
10162,7,val
10163,9,test
10164,3,train
10165,5,train
10166,7,train
10167,8,test
10168,1,train
10169,1,train
10170,6,train
10171,9,train
10172,1,train
10173,6,test
10174,7,train
10175,8,train
10176,2,train
10177,8,train
10178,5,train
10179,1,train
10180,1,val
10181,1,train
10182,7,test
10183,1,train
10184,6,train
10185,6,train
10186,1,train
10187,7,train
10188,0,test
10189,8,val
10190,8,train
10191,6,train
10192,1,train
10193,0,train
10194,5,train
10195,5,val
10196,3,val
10197,1,train
10198,2,train
10199,5,train
10200,2,train
10201,9,test
10202,3,train
10203,8,train
10204,6,train
10205,1,train
10206,9,train
10207,2,val
10208,6,test
10209,1,train
10210,2,train
10211,7,train
10212,1,train
10213,9,test
10214,9,train
10215,7,train
10216,8,train
10217,9,train
10218,3,train
10219,5,test
10220,9,train
10221,5,train
10222,5,train
10223,5,train
10224,5,test
10225,5,train
10226,7,train
10227,3,train
10228,9,train
10229,9,val
10230,9,train
10231,3,train
10232,6,train
10233,4,test
10234,1,train
10235,7,test
10236,1,train
10237,9,val
10238,2,train
10239,7,train
10240,9,train
10241,3,train
10242,0,train
10243,7,train
10244,5,train
10245,6,train
10246,7,train
10247,3,train
10248,6,test
10249,1,train
10250,6,train
10251,7,train
10252,6,test
10253,9,train
10254,2,train
10255,9,train
10256,8,val
10257,8,train
10258,6,train
10259,8,train
10260,8,val
10261,2,train
10262,0,val
10263,3,train
10264,6,train
10265,9,test
10266,7,train
10267,3,val
10268,6,val
10269,9,val
10270,7,train
10271,7,test
10272,1,train
10273,5,train
10274,2,test
10275,2,val
10276,3,train
10277,7,train
10278,5,train
10279,3,train
10280,2,train
10281,9,train
10282,9,test
10283,7,train
10284,7,val
10285,3,train
10286,9,val
10287,2,val
10288,2,test
10289,1,train
10290,9,train
10291,0,train
10292,1,train
10293,5,train
10294,0,train
10295,7,train
10296,6,val
10297,7,val
10298,7,train
10299,2,train
10300,0,train
10301,1,train
10302,3,test
10303,3,train
10304,6,train
10305,6,train
10306,8,val
10307,7,train
10308,7,val
10309,3,test
10310,9,val
10311,6,train
10312,8,test
10313,8,test
10314,1,val
10315,9,train
10316,8,val
10317,6,train
10318,8,train
10319,6,train
10320,3,test
10321,1,train
10322,7,test
10323,5,train
10324,5,train
10325,1,train
10326,2,train
10327,6,train
10328,2,val
10329,9,train
10330,0,train
10331,3,train
10332,5,val
10333,3,val
10334,3,train
10335,6,train
10336,5,val
10337,4,val
10338,7,val
10339,3,test
10340,7,val
10341,2,val
10342,6,train
10343,5,train
10344,0,train
10345,5,val
10346,5,train
10347,9,test
10348,7,train
10349,3,train
10350,1,train
10351,7,val
10352,9,train
10353,9,train
10354,2,test
10355,3,test
10356,8,train
10357,5,train
10358,9,train
10359,9,test
10360,2,train
10361,2,train
10362,1,train
10363,1,train
10364,7,val
10365,7,train
10366,2,test
10367,7,train
10368,9,train
10369,7,train
10370,6,test
10371,5,train
10372,0,train
10373,5,train
10374,2,train
10375,2,train
10376,3,train
10377,0,train
10378,6,train
10379,3,train
10380,9,test
10381,8,val
10382,2,train
10383,9,train
10384,5,train
10385,9,test
10386,7,train
10387,5,train
10388,7,train
10389,3,train
10390,3,train
10391,8,train
10392,7,train
10393,8,train
10394,1,train
10395,0,val
10396,1,train
10397,1,train
10398,6,train
10399,2,test
10400,7,train
10401,3,train
10402,7,train
10403,5,train
10404,6,train
10405,8,train
10406,7,val
10407,7,train
10408,6,train
10409,5,train
10410,2,train
10411,5,val
10412,1,train
10413,9,train
10414,5,test
10415,7,train
10416,1,test
10417,1,train
10418,7,train
10419,6,train
10420,7,train
10421,7,test
10422,1,train
10423,7,train
10424,9,train
10425,2,train
10426,6,train
10427,3,test
10428,6,train
10429,0,train
10430,0,test
10431,9,val
10432,2,train
10433,2,train
10434,2,train
10435,0,train
10436,6,train
10437,3,train
10438,1,train
10439,2,train
10440,7,val
10441,7,train
10442,1,train
10443,8,train
10444,9,train
10445,6,test
10446,2,train
10447,6,train
10448,8,val
10449,0,train
10450,9,train
10451,9,train
10452,9,test
10453,3,train
10454,3,train
10455,7,train
10456,7,train
10457,3,test
10458,1,train
10459,1,train
10460,3,train
10461,1,train
10462,1,train
10463,6,train
10464,3,train
10465,2,train
10466,7,test
10467,3,train
10468,0,train
10469,6,train
10470,6,train
10471,6,val
10472,8,train
10473,9,train
10474,6,train
10475,3,train
10476,6,train
10477,5,train
10478,9,train
10479,3,train
10480,8,train
10481,1,val
10482,8,train
10483,6,test
10484,2,test
10485,8,train
10486,5,train
10487,8,train
10488,2,train
10489,0,train
10490,3,train
10491,1,test
10492,8,train
10493,2,test
10494,3,test
10495,2,test
10496,3,test
10497,8,val
10498,6,val
10499,3,val
10500,1,train
10501,5,val
10502,6,train
10503,8,train
10504,3,train
10505,2,train
10506,6,train
10507,3,train
10508,0,train
10509,8,train
10510,2,train
10511,2,test
10512,1,train
10513,2,train
10514,1,train
10515,9,train
10516,6,test
10517,5,train
10518,9,train
10519,2,train
10520,0,train
10521,3,train
10522,2,val
10523,6,train
10524,1,train
10525,1,test
10526,5,train
10527,5,train
10528,8,train
10529,9,train
10530,7,val
10531,3,train
10532,1,train
10533,9,train
10534,7,val
10535,6,train
10536,2,val
10537,9,train
10538,8,train
10539,4,train
10540,3,train
10541,3,train
10542,5,train
10543,1,train
10544,7,train
10545,2,train
10546,5,train
10547,0,train
10548,7,train
10549,9,train
10550,0,train
10551,8,test
10552,2,train
10553,2,train
10554,1,train
10555,3,train
10556,2,val
10557,2,train
10558,9,val
10559,2,val
10560,5,val
10561,9,train
10562,2,train
10563,5,train
10564,9,train
10565,5,train
10566,7,train
10567,2,val
10568,9,train
10569,9,train
10570,9,train
10571,3,val
10572,9,train
10573,9,train
10574,2,test
10575,2,train
10576,5,train
10577,2,train
10578,5,train
10579,0,train
10580,9,train
10581,5,train
10582,1,train
10583,2,train
10584,2,train
10585,7,train
10586,5,train
10587,6,train
10588,1,train
10589,9,train
10590,8,train
10591,6,train
10592,7,train
10593,7,train
10594,5,test
10595,2,test
10596,3,train
10597,5,train
10598,7,train
10599,3,train
10600,3,train
10601,2,train
10602,3,train
10603,9,train
10604,1,val
10605,4,test
10606,9,test
10607,8,val
10608,7,val
10609,0,train
10610,9,train
10611,3,train
10612,5,test
10613,1,train
10614,2,val
10615,2,train
10616,3,train
10617,8,train
10618,1,val
10619,2,train
10620,8,train
10621,5,train
10622,3,train
10623,2,train
10624,5,val
10625,1,train
10626,3,train
10627,6,val
10628,6,train
10629,2,val
10630,5,train
10631,1,train
10632,8,test
10633,6,train
10634,6,train
10635,2,train
10636,5,train
10637,6,train
10638,3,train
10639,7,train
10640,7,train
10641,0,train
10642,7,train
10643,2,train
10644,2,train
10645,2,train
10646,5,train
10647,3,train
10648,9,train
10649,0,train
10650,2,test
10651,8,test
10652,3,train
10653,3,val
10654,3,test
10655,1,test
10656,7,test
10657,3,train
10658,1,val
10659,4,test
10660,3,train
10661,0,train
10662,6,train
10663,1,train
10664,3,train
10665,2,train
10666,7,train
10667,8,train
10668,1,val
10669,0,train
10670,1,train
10671,3,test
10672,8,train
10673,7,val
10674,6,train
10675,0,train
10676,7,train
10677,0,train
10678,2,train
10679,0,val
10680,8,val
10681,7,test
10682,9,test
10683,3,train
10684,2,test
10685,6,train
10686,3,test
10687,8,train
10688,0,train
10689,6,train
10690,6,val
10691,3,train
10692,7,train
10693,5,train
10694,2,test
10695,0,test
10696,3,train
10697,1,test
10698,8,train
10699,7,val
10700,4,test
10701,9,train
10702,2,test
10703,6,val
10704,3,train
10705,3,train
10706,1,train
10707,0,train
10708,2,train
10709,5,train
10710,8,val
10711,7,test
10712,6,val
10713,3,train
10714,2,test
10715,7,train
10716,6,train
10717,9,train
10718,9,train
10719,1,train
10720,2,train
10721,2,train
